------------------
ID, Tagged objects
alexsmobs:elephant_foodstuffs, byg:brown_birch_leaves
alexsmobs:elephant_foodstuffs, byg:brown_birch_sapling
alexsmobs:elephant_foodstuffs, byg:brown_oak_leaves
alexsmobs:elephant_foodstuffs, byg:brown_oak_sapling
alexsmobs:elephant_foodstuffs, byg:brown_zelkova_leaves
alexsmobs:elephant_foodstuffs, byg:brown_zelkova_sapling
alexsmobs:elephant_foodstuffs, byg:cika_leaves
alexsmobs:elephant_foodstuffs, byg:cika_sapling
alexsmobs:elephant_foodstuffs, byg:cypress_leaves
alexsmobs:elephant_foodstuffs, byg:cypress_sapling
alexsmobs:elephant_foodstuffs, byg:ebony_leaves
alexsmobs:elephant_foodstuffs, byg:ebony_sapling
alexsmobs:elephant_foodstuffs, byg:ether_leaves
alexsmobs:elephant_foodstuffs, byg:ether_sapling
alexsmobs:elephant_foodstuffs, byg:fir_leaves
alexsmobs:elephant_foodstuffs, byg:fir_sapling
alexsmobs:elephant_foodstuffs, byg:flowering_indigo_jacaranda_leaves
alexsmobs:elephant_foodstuffs, byg:flowering_jacaranda_leaves
alexsmobs:elephant_foodstuffs, byg:flowering_nightshade_leaves
alexsmobs:elephant_foodstuffs, byg:flowering_orchard_leaves
alexsmobs:elephant_foodstuffs, byg:flowering_palo_verde_leaves
alexsmobs:elephant_foodstuffs, byg:green_apple_skyris_leaves
alexsmobs:elephant_foodstuffs, byg:green_enchanted_leaves
alexsmobs:elephant_foodstuffs, byg:green_enchanted_sapling
alexsmobs:elephant_foodstuffs, byg:holly_berry_leaves
alexsmobs:elephant_foodstuffs, byg:holly_leaves
alexsmobs:elephant_foodstuffs, byg:holly_sapling
alexsmobs:elephant_foodstuffs, byg:indigo_jacaranda_leaves
alexsmobs:elephant_foodstuffs, byg:indigo_jacaranda_sapling
alexsmobs:elephant_foodstuffs, byg:jacaranda_leaves
alexsmobs:elephant_foodstuffs, byg:jacaranda_sapling
alexsmobs:elephant_foodstuffs, byg:joshua_leaves
alexsmobs:elephant_foodstuffs, byg:lament_leaves
alexsmobs:elephant_foodstuffs, byg:lament_sapling
alexsmobs:elephant_foodstuffs, byg:mahogany_leaves
alexsmobs:elephant_foodstuffs, byg:mahogany_sapling
alexsmobs:elephant_foodstuffs, byg:mangrove_leaves
alexsmobs:elephant_foodstuffs, byg:mangrove_sapling
alexsmobs:elephant_foodstuffs, byg:maple_leaves
alexsmobs:elephant_foodstuffs, byg:maple_sapling
alexsmobs:elephant_foodstuffs, byg:nightshade_leaves
alexsmobs:elephant_foodstuffs, byg:nightshade_sapling
alexsmobs:elephant_foodstuffs, byg:orange_birch_leaves
alexsmobs:elephant_foodstuffs, byg:orange_birch_sapling
alexsmobs:elephant_foodstuffs, byg:orange_oak_leaves
alexsmobs:elephant_foodstuffs, byg:orange_oak_sapling
alexsmobs:elephant_foodstuffs, byg:orange_spruce_leaves
alexsmobs:elephant_foodstuffs, byg:orange_spruce_sapling
alexsmobs:elephant_foodstuffs, byg:orchard_leaves
alexsmobs:elephant_foodstuffs, byg:orchard_sapling
alexsmobs:elephant_foodstuffs, byg:palm_leaves
alexsmobs:elephant_foodstuffs, byg:palm_sapling
alexsmobs:elephant_foodstuffs, byg:palo_verde_leaves
alexsmobs:elephant_foodstuffs, byg:palo_verde_sapling
alexsmobs:elephant_foodstuffs, byg:pine_leaves
alexsmobs:elephant_foodstuffs, byg:pine_sapling
alexsmobs:elephant_foodstuffs, byg:pink_cherry_leaves
alexsmobs:elephant_foodstuffs, byg:pink_cherry_sapling
alexsmobs:elephant_foodstuffs, byg:rainbow_eucalyptus_leaves
alexsmobs:elephant_foodstuffs, byg:rainbow_eucalyptus_sapling
alexsmobs:elephant_foodstuffs, byg:red_birch_leaves
alexsmobs:elephant_foodstuffs, byg:red_birch_sapling
alexsmobs:elephant_foodstuffs, byg:red_maple_leaves
alexsmobs:elephant_foodstuffs, byg:red_maple_sapling
alexsmobs:elephant_foodstuffs, byg:red_oak_leaves
alexsmobs:elephant_foodstuffs, byg:red_oak_sapling
alexsmobs:elephant_foodstuffs, byg:red_spruce_leaves
alexsmobs:elephant_foodstuffs, byg:red_spruce_sapling
alexsmobs:elephant_foodstuffs, byg:redwood_leaves
alexsmobs:elephant_foodstuffs, byg:redwood_sapling
alexsmobs:elephant_foodstuffs, byg:ripe_joshua_leaves
alexsmobs:elephant_foodstuffs, byg:ripe_orchard_leaves
alexsmobs:elephant_foodstuffs, byg:silver_maple_leaves
alexsmobs:elephant_foodstuffs, byg:silver_maple_sapling
alexsmobs:elephant_foodstuffs, byg:skyris_leaves
alexsmobs:elephant_foodstuffs, byg:skyris_sapling
alexsmobs:elephant_foodstuffs, byg:white_cherry_leaves
alexsmobs:elephant_foodstuffs, byg:white_cherry_sapling
alexsmobs:elephant_foodstuffs, byg:willow_leaves
alexsmobs:elephant_foodstuffs, byg:willow_sapling
alexsmobs:elephant_foodstuffs, byg:witch_hazel_leaves
alexsmobs:elephant_foodstuffs, byg:witch_hazel_sapling
alexsmobs:elephant_foodstuffs, byg:withering_oak_leaves
alexsmobs:elephant_foodstuffs, byg:withering_oak_sapling
alexsmobs:elephant_foodstuffs, byg:yellow_birch_leaves
alexsmobs:elephant_foodstuffs, byg:yellow_birch_sapling
alexsmobs:elephant_foodstuffs, byg:yellow_spruce_leaves
alexsmobs:elephant_foodstuffs, byg:zelkova_leaves
alexsmobs:elephant_foodstuffs, byg:zelkova_sapling
alexsmobs:elephant_foodstuffs, forbidden_arcanus:cherrywood_leaves
alexsmobs:elephant_foodstuffs, forbidden_arcanus:cherrywood_sapling
alexsmobs:elephant_foodstuffs, forbidden_arcanus:mysterywood_leaves
alexsmobs:elephant_foodstuffs, forbidden_arcanus:mysterywood_sapling
alexsmobs:elephant_foodstuffs, greekfantasy:olive_leaves
alexsmobs:elephant_foodstuffs, greekfantasy:olive_sapling
alexsmobs:elephant_foodstuffs, greekfantasy:pomegranate_sapling
alexsmobs:elephant_foodstuffs, hexerei:mahogany_leaves
alexsmobs:elephant_foodstuffs, hexerei:mahogany_sapling
alexsmobs:elephant_foodstuffs, hexerei:willow_leaves
alexsmobs:elephant_foodstuffs, hexerei:willow_sapling
alexsmobs:elephant_foodstuffs, minecraft:acacia_leaves
alexsmobs:elephant_foodstuffs, minecraft:acacia_sapling
alexsmobs:elephant_foodstuffs, minecraft:apple
alexsmobs:elephant_foodstuffs, minecraft:baked_potato
alexsmobs:elephant_foodstuffs, minecraft:bamboo
alexsmobs:elephant_foodstuffs, minecraft:beetroot
alexsmobs:elephant_foodstuffs, minecraft:birch_leaves
alexsmobs:elephant_foodstuffs, minecraft:birch_sapling
alexsmobs:elephant_foodstuffs, minecraft:carrot
alexsmobs:elephant_foodstuffs, minecraft:dark_oak_leaves
alexsmobs:elephant_foodstuffs, minecraft:dark_oak_sapling
alexsmobs:elephant_foodstuffs, minecraft:golden_carrot
alexsmobs:elephant_foodstuffs, minecraft:hay_block
alexsmobs:elephant_foodstuffs, minecraft:jungle_leaves
alexsmobs:elephant_foodstuffs, minecraft:jungle_sapling
alexsmobs:elephant_foodstuffs, minecraft:melon_slice
alexsmobs:elephant_foodstuffs, minecraft:oak_leaves
alexsmobs:elephant_foodstuffs, minecraft:oak_sapling
alexsmobs:elephant_foodstuffs, minecraft:potato
alexsmobs:elephant_foodstuffs, minecraft:spruce_leaves
alexsmobs:elephant_foodstuffs, minecraft:spruce_sapling
alexsmobs:elephant_foodstuffs, minecraft:sugar_cane
alexsmobs:elephant_foodstuffs, minecraft:sweet_berries
alexsmobs:elephant_foodstuffs, quark:blue_blossom_leaves
alexsmobs:elephant_foodstuffs, quark:blue_blossom_sapling
alexsmobs:elephant_foodstuffs, quark:lavender_blossom_leaves
alexsmobs:elephant_foodstuffs, quark:lavender_blossom_sapling
alexsmobs:elephant_foodstuffs, quark:orange_blossom_leaves
alexsmobs:elephant_foodstuffs, quark:orange_blossom_sapling
alexsmobs:elephant_foodstuffs, quark:pink_blossom_leaves
alexsmobs:elephant_foodstuffs, quark:pink_blossom_sapling
alexsmobs:elephant_foodstuffs, quark:red_blossom_leaves
alexsmobs:elephant_foodstuffs, quark:red_blossom_sapling
alexsmobs:elephant_foodstuffs, quark:yellow_blossom_leaves
alexsmobs:elephant_foodstuffs, quark:yellow_blossom_sapling
alexsmobs:elephant_foodstuffs, undergarden:grongle_leaves
alexsmobs:elephant_foodstuffs, undergarden:grongle_sapling
alexsmobs:elephant_foodstuffs, undergarden:smogstem_leaves
alexsmobs:elephant_foodstuffs, undergarden:smogstem_sapling
alexsmobs:elephant_foodstuffs, undergarden:wigglewood_leaves
alexsmobs:elephant_foodstuffs, undergarden:wigglewood_sapling
alexsmobs:gorilla_foodstuffs, alexsmobs:banana
alexsmobs:gorilla_foodstuffs, atum:palm_leaves
alexsmobs:gorilla_foodstuffs, betterendforge:dragon_tree_leaves
alexsmobs:gorilla_foodstuffs, betterendforge:lacugrove_leaves
alexsmobs:gorilla_foodstuffs, betterendforge:lucernia_leaves
alexsmobs:gorilla_foodstuffs, betterendforge:pythadendron_leaves
alexsmobs:gorilla_foodstuffs, betterendforge:tenanea_leaves
alexsmobs:gorilla_foodstuffs, biomesoplenty:dead_leaves
alexsmobs:gorilla_foodstuffs, biomesoplenty:fir_leaves
alexsmobs:gorilla_foodstuffs, biomesoplenty:flowering_oak_leaves
alexsmobs:gorilla_foodstuffs, biomesoplenty:hellbark_leaves
alexsmobs:gorilla_foodstuffs, biomesoplenty:jacaranda_leaves
alexsmobs:gorilla_foodstuffs, biomesoplenty:magic_leaves
alexsmobs:gorilla_foodstuffs, biomesoplenty:mahogany_leaves
alexsmobs:gorilla_foodstuffs, biomesoplenty:maple_leaves
alexsmobs:gorilla_foodstuffs, biomesoplenty:orange_autumn_leaves
alexsmobs:gorilla_foodstuffs, biomesoplenty:origin_leaves
alexsmobs:gorilla_foodstuffs, biomesoplenty:palm_leaves
alexsmobs:gorilla_foodstuffs, biomesoplenty:pink_cherry_leaves
alexsmobs:gorilla_foodstuffs, biomesoplenty:rainbow_birch_leaves
alexsmobs:gorilla_foodstuffs, biomesoplenty:redwood_leaves
alexsmobs:gorilla_foodstuffs, biomesoplenty:umbran_leaves
alexsmobs:gorilla_foodstuffs, biomesoplenty:white_cherry_leaves
alexsmobs:gorilla_foodstuffs, biomesoplenty:willow_leaves
alexsmobs:gorilla_foodstuffs, biomesoplenty:yellow_autumn_leaves
alexsmobs:gorilla_foodstuffs, blue_skies:bluebright_leaves
alexsmobs:gorilla_foodstuffs, blue_skies:cherry_leaves
alexsmobs:gorilla_foodstuffs, blue_skies:crescent_fruit_leaves
alexsmobs:gorilla_foodstuffs, blue_skies:crystallized_leaves
alexsmobs:gorilla_foodstuffs, blue_skies:dusk_leaves
alexsmobs:gorilla_foodstuffs, blue_skies:frostbright_leaves
alexsmobs:gorilla_foodstuffs, blue_skies:lunar_leaves
alexsmobs:gorilla_foodstuffs, blue_skies:maple_leaves
alexsmobs:gorilla_foodstuffs, blue_skies:starlit_leaves
alexsmobs:gorilla_foodstuffs, byg:araucaria_leaves
alexsmobs:gorilla_foodstuffs, byg:aspen_leaves
alexsmobs:gorilla_foodstuffs, byg:baobab_leaves
alexsmobs:gorilla_foodstuffs, byg:blooming_witch_hazel_leaves
alexsmobs:gorilla_foodstuffs, byg:blue_enchanted_leaves
alexsmobs:gorilla_foodstuffs, byg:blue_spruce_leaves
alexsmobs:gorilla_foodstuffs, byg:brown_birch_leaves
alexsmobs:gorilla_foodstuffs, byg:brown_oak_leaves
alexsmobs:gorilla_foodstuffs, byg:brown_zelkova_leaves
alexsmobs:gorilla_foodstuffs, byg:cika_leaves
alexsmobs:gorilla_foodstuffs, byg:cypress_leaves
alexsmobs:gorilla_foodstuffs, byg:ebony_leaves
alexsmobs:gorilla_foodstuffs, byg:ether_leaves
alexsmobs:gorilla_foodstuffs, byg:fir_leaves
alexsmobs:gorilla_foodstuffs, byg:flowering_indigo_jacaranda_leaves
alexsmobs:gorilla_foodstuffs, byg:flowering_jacaranda_leaves
alexsmobs:gorilla_foodstuffs, byg:flowering_nightshade_leaves
alexsmobs:gorilla_foodstuffs, byg:flowering_orchard_leaves
alexsmobs:gorilla_foodstuffs, byg:flowering_palo_verde_leaves
alexsmobs:gorilla_foodstuffs, byg:green_apple_skyris_leaves
alexsmobs:gorilla_foodstuffs, byg:green_enchanted_leaves
alexsmobs:gorilla_foodstuffs, byg:holly_berry_leaves
alexsmobs:gorilla_foodstuffs, byg:holly_leaves
alexsmobs:gorilla_foodstuffs, byg:indigo_jacaranda_leaves
alexsmobs:gorilla_foodstuffs, byg:jacaranda_leaves
alexsmobs:gorilla_foodstuffs, byg:joshua_leaves
alexsmobs:gorilla_foodstuffs, byg:lament_leaves
alexsmobs:gorilla_foodstuffs, byg:mahogany_leaves
alexsmobs:gorilla_foodstuffs, byg:mangrove_leaves
alexsmobs:gorilla_foodstuffs, byg:maple_leaves
alexsmobs:gorilla_foodstuffs, byg:nightshade_leaves
alexsmobs:gorilla_foodstuffs, byg:orange_birch_leaves
alexsmobs:gorilla_foodstuffs, byg:orange_oak_leaves
alexsmobs:gorilla_foodstuffs, byg:orange_spruce_leaves
alexsmobs:gorilla_foodstuffs, byg:orchard_leaves
alexsmobs:gorilla_foodstuffs, byg:palm_leaves
alexsmobs:gorilla_foodstuffs, byg:palo_verde_leaves
alexsmobs:gorilla_foodstuffs, byg:pine_leaves
alexsmobs:gorilla_foodstuffs, byg:pink_cherry_leaves
alexsmobs:gorilla_foodstuffs, byg:rainbow_eucalyptus_leaves
alexsmobs:gorilla_foodstuffs, byg:red_birch_leaves
alexsmobs:gorilla_foodstuffs, byg:red_maple_leaves
alexsmobs:gorilla_foodstuffs, byg:red_oak_leaves
alexsmobs:gorilla_foodstuffs, byg:red_spruce_leaves
alexsmobs:gorilla_foodstuffs, byg:redwood_leaves
alexsmobs:gorilla_foodstuffs, byg:ripe_joshua_leaves
alexsmobs:gorilla_foodstuffs, byg:ripe_orchard_leaves
alexsmobs:gorilla_foodstuffs, byg:silver_maple_leaves
alexsmobs:gorilla_foodstuffs, byg:skyris_leaves
alexsmobs:gorilla_foodstuffs, byg:white_cherry_leaves
alexsmobs:gorilla_foodstuffs, byg:willow_leaves
alexsmobs:gorilla_foodstuffs, byg:witch_hazel_leaves
alexsmobs:gorilla_foodstuffs, byg:withering_oak_leaves
alexsmobs:gorilla_foodstuffs, byg:yellow_birch_leaves
alexsmobs:gorilla_foodstuffs, byg:yellow_spruce_leaves
alexsmobs:gorilla_foodstuffs, byg:zelkova_leaves
alexsmobs:gorilla_foodstuffs, forbidden_arcanus:cherrywood_leaves
alexsmobs:gorilla_foodstuffs, forbidden_arcanus:mysterywood_leaves
alexsmobs:gorilla_foodstuffs, greekfantasy:olive_leaves
alexsmobs:gorilla_foodstuffs, hexerei:mahogany_leaves
alexsmobs:gorilla_foodstuffs, hexerei:willow_leaves
alexsmobs:gorilla_foodstuffs, minecraft:acacia_leaves
alexsmobs:gorilla_foodstuffs, minecraft:apple
alexsmobs:gorilla_foodstuffs, minecraft:bamboo
alexsmobs:gorilla_foodstuffs, minecraft:birch_leaves
alexsmobs:gorilla_foodstuffs, minecraft:dark_oak_leaves
alexsmobs:gorilla_foodstuffs, minecraft:jungle_leaves
alexsmobs:gorilla_foodstuffs, minecraft:oak_leaves
alexsmobs:gorilla_foodstuffs, minecraft:spruce_leaves
alexsmobs:gorilla_foodstuffs, minecraft:sugar_cane
alexsmobs:gorilla_foodstuffs, quark:blue_blossom_leaves
alexsmobs:gorilla_foodstuffs, quark:lavender_blossom_leaves
alexsmobs:gorilla_foodstuffs, quark:orange_blossom_leaves
alexsmobs:gorilla_foodstuffs, quark:pink_blossom_leaves
alexsmobs:gorilla_foodstuffs, quark:red_blossom_leaves
alexsmobs:gorilla_foodstuffs, quark:yellow_blossom_leaves
alexsmobs:gorilla_foodstuffs, undergarden:grongle_leaves
alexsmobs:gorilla_foodstuffs, undergarden:smogstem_leaves
alexsmobs:gorilla_foodstuffs, undergarden:wigglewood_leaves
alexsmobs:grizzly_foodstuffs, minecraft:bee_nest
alexsmobs:grizzly_foodstuffs, minecraft:beetroot
alexsmobs:grizzly_foodstuffs, minecraft:honey_block
alexsmobs:grizzly_foodstuffs, minecraft:honey_bottle
alexsmobs:grizzly_foodstuffs, minecraft:honeycomb
alexsmobs:grizzly_foodstuffs, minecraft:honeycomb_block
alexsmobs:grizzly_foodstuffs, minecraft:salmon
alexsmobs:grizzly_honey, minecraft:honey_block
alexsmobs:grizzly_honey, minecraft:honey_bottle
alexsmobs:grizzly_honey, minecraft:honeycomb
alexsmobs:grizzly_honey, minecraft:honeycomb_block
alexsmobs:insect_items, alexsmobs:leafcutter_ant_pupa
alexsmobs:insect_items, alexsmobs:maggot
alexsmobs:insect_items, alexsmobs:mosquito_larva
alexsmobs:mimic_octopus_creeper_items, minecraft:creeper_head
alexsmobs:mimic_octopus_creeper_items, minecraft:gunpowder
alexsmobs:mimic_octopus_guardian_items, minecraft:prismarine_crystals
alexsmobs:mimic_octopus_guardian_items, minecraft:prismarine_shard
alexsmobs:mimic_octopus_pufferfish_items, minecraft:pufferfish
alexsmobs:mimic_octopus_pufferfish_items, minecraft:pufferfish_bucket
alexsmobs:platypus_foodstuffs, alexsmobs:cooked_lobster_tail
alexsmobs:platypus_foodstuffs, alexsmobs:lobster_tail
alexsmobs:platypus_foodstuffs, alexsmobs:maggot
alexsmobs:platypus_foodstuffs, alexsmobs:mosquito_larva
alexsmobs:platypus_foodstuffs, aquaculture:arapaima
alexsmobs:platypus_foodstuffs, aquaculture:atlantic_cod
alexsmobs:platypus_foodstuffs, aquaculture:atlantic_halibut
alexsmobs:platypus_foodstuffs, aquaculture:atlantic_herring
alexsmobs:platypus_foodstuffs, aquaculture:bayad
alexsmobs:platypus_foodstuffs, aquaculture:blackfish
alexsmobs:platypus_foodstuffs, aquaculture:bluegill
alexsmobs:platypus_foodstuffs, aquaculture:boulti
alexsmobs:platypus_foodstuffs, aquaculture:brown_shrooma
alexsmobs:platypus_foodstuffs, aquaculture:brown_trout
alexsmobs:platypus_foodstuffs, aquaculture:capitaine
alexsmobs:platypus_foodstuffs, aquaculture:carp
alexsmobs:platypus_foodstuffs, aquaculture:catfish
alexsmobs:platypus_foodstuffs, aquaculture:gar
alexsmobs:platypus_foodstuffs, aquaculture:minnow
alexsmobs:platypus_foodstuffs, aquaculture:muskellunge
alexsmobs:platypus_foodstuffs, aquaculture:pacific_halibut
alexsmobs:platypus_foodstuffs, aquaculture:perch
alexsmobs:platypus_foodstuffs, aquaculture:pink_salmon
alexsmobs:platypus_foodstuffs, aquaculture:piranha
alexsmobs:platypus_foodstuffs, aquaculture:pollock
alexsmobs:platypus_foodstuffs, aquaculture:rainbow_trout
alexsmobs:platypus_foodstuffs, aquaculture:red_grouper
alexsmobs:platypus_foodstuffs, aquaculture:red_shrooma
alexsmobs:platypus_foodstuffs, aquaculture:smallmouth_bass
alexsmobs:platypus_foodstuffs, aquaculture:synodontis
