-----------------------------------------------------------------------------
Mod name, Registry name, Potion Name, ID, Liquid color, Is bad, Is beneficial
Craft and Hunt, craftandhunt:phantom_ignore, effect.craftandhunt.phantom_ignore, 110, 0x001DC2D1 (   1950417), false, true
Craft and Hunt, craftandhunt:piglin_ignore, effect.craftandhunt.piglin_ignore, 105, 0x001DC2D1 (   1950417), false, true
Craft and Hunt, craftandhunt:poison_blade, effect.craftandhunt.poison_blade, 100, 0x004E9331 (   5149489), false, true
Craft and Hunt, craftandhunt:poison_resistance, effect.craftandhunt.poison_resistance, 112, 0x00763193 (   7745939), false, true
Craft and Hunt, craftandhunt:range_strength, effect.craftandhunt.range_strength, 117, 0x004E9331 (   5149489), false, true
Craft and Hunt, craftandhunt:seed_cluster, effect.craftandhunt.seed_cluster, 116, 0x004E9331 (   5149489), true, false
Craft and Hunt, craftandhunt:thief_blade, effect.craftandhunt.thief_blade, 108, 0x007CAFC6 (   8171462), false, true
Craft and Hunt, craftandhunt:undead_ignore, effect.craftandhunt.undead_ignore, 104, 0x001DC2D1 (   1950417), false, true
Craft and Hunt, craftandhunt:vampire, effect.craftandhunt.vampire, 97, 0x00CD5CAB (  13458603), false, true
Craft and Hunt, craftandhunt:wither_blade, effect.craftandhunt.wither_blade, 101, 0x00352A27 (   3484199), false, true
Craft and Hunt, craftandhunt:wither_resistance, effect.craftandhunt.wither_resistance, 113, 0x00CAD5D8 (  13293016), false, true
Danny's Expansion, dannys_expansion:cursed_flames, effect.dannys_expansion.cursed_flames, 298, 0x0064DF24 (   6610724), true, false
Danny's Expansion, dannys_expansion:spores, effect.dannys_expansion.spores, 299, 0x006231A3 (   6435235), true, false
Danny's Expansion, dannys_expansion:venom, effect.dannys_expansion.venom, 300, 0x00461570 (   4593008), true, false
Dungeons Gear, dungeons_gear:party_starter, effect.dungeons_gear.party_starter, 90, 0x00E25822 (  14833698), false, true
Dungeons Gear, dungeons_gear:shielding, effect.dungeons_gear.shielding, 87, 0x0099453A (  10044730), false, true
Dungeons Gear, dungeons_gear:soul_protection, effect.dungeons_gear.soul_protection, 88, 0x002552A5 (   2445989), false, true
Dungeons Gear, dungeons_gear:stunned, effect.dungeons_gear.stunned, 89, 0x00484D48 (   4738376), true, false
Eidolon, eidolon:anchored, effect.eidolon.anchored, 305, 0xFF9A3AE8 (  -6669592), false, true
Eidolon, eidolon:chilled, effect.eidolon.chilled, 304, 0xFF93BDF5 (  -7094795), true, false
Elenai Dodge, elenaidodge:dodge_effect, effect.elenaidodge.dodge_effect, 34, 0x002DCAE1 (   3001057), false, true
Farmer's Delight, farmersdelight:comfort, effect.farmersdelight.comfort, 242, 0x00000000 (         0), false, true
Farmer's Delight, farmersdelight:nourished, effect.farmersdelight.nourished, 241, 0x00000000 (         0), false, true
Farmer's Respite, farmersrespite:caffeinated, effect.farmersrespite.caffeinated, 243, 0x00B99317 (  12161815), false, true
Fire N' Blood, firenblood:cosmic, effect.firenblood.cosmic, 295, 0x008A00FF (   9044223), false, false
Fire N' Blood, firenblood:deathprotect, effect.firenblood.deathprotect, 291, 0x00000000 (         0), false, true
Fire N' Blood, firenblood:evileye, effect.firenblood.evileye, 289, 0x000B6138 (    745784), false, false
Fire N' Blood, firenblood:goldtouched, effect.firenblood.goldtouched, 292, 0x004A4217 (   4866583), false, false
Fire N' Blood, firenblood:hosted, effect.firenblood.hosted, 293, 0x0099453A (  10044730), true, false
Fire N' Blood, firenblood:minorharm, effect.firenblood.minorharm, 290, 0x00430A09 (   4393481), true, false
Fire N' Blood, firenblood:summondown, effect.firenblood.summondown, 294, 0x00000000 (         0), true, false
Forbidden & Arcanus, forbidden_arcanus:darkened, effect.forbidden_arcanus.darkened, 303, 0x00012352 (     74578), true, false
Forbidden & Arcanus, forbidden_arcanus:fly, effect.forbidden_arcanus.fly, 301, 0x000B6138 (    745784), false, true
Forbidden & Arcanus, forbidden_arcanus:spectral_vision, effect.forbidden_arcanus.spectral_vision, 302, 0x000B6138 (    745784), false, true
Goblins & Dungeons, goblinsanddungeons:might, effect.goblinsanddungeons.might, 244, 0x00B8B546 (  12105030), false, false
Greek Fantasy, greekfantasy:mirror, effect.greekfantasy.mirror, 193, 0x00D0D0D0 (  13684944), false, true
Greek Fantasy, greekfantasy:petrified, effect.greekfantasy.petrified, 192, 0x00C0C0C0 (  12632256), true, false
Greek Fantasy, greekfantasy:prisoner, effect.greekfantasy.prisoner, 195, 0x009E1739 (  10360633), false, false
Greek Fantasy, greekfantasy:stunned, effect.greekfantasy.stunned, 191, 0x00C0C0C0 (  12632256), true, false
Greek Fantasy, greekfantasy:swine, effect.greekfantasy.swine, 194, 0x00F19E98 (  15834776), true, false
Infernal Expansion, infernalexp:infection, effect.infernalexp.infection, 33, 0x00C42B32 (  12856114), true, false
Infernal Expansion, infernalexp:luminous, effect.infernalexp.luminous, 0, 0x00DCBC82 (  14466178), false, false
Lycanites Mobs, lycanitesmobs:aphagia, effect.lycanitesmobs.aphagia, 44, 0x00FFDDDD (  16768477), true, false
Lycanites Mobs, lycanitesmobs:bleed, effect.lycanitesmobs.bleed, 52, 0x00FF2222 (  16720418), true, false
Lycanites Mobs, lycanitesmobs:cleansed, effect.lycanitesmobs.cleansed, 55, 0x0066BBFF (   6732799), false, true
Lycanites Mobs, lycanitesmobs:decay, effect.lycanitesmobs.decay, 39, 0x00110033 (   1114163), true, false
Lycanites Mobs, lycanitesmobs:envenom, effect.lycanitesmobs.envenom, 42, 0x0044DD66 (   4513126), false, true
Lycanites Mobs, lycanitesmobs:fallresist, effect.lycanitesmobs.fallresist, 62, 0x00DDFFFF (  14548991), false, true
Lycanites Mobs, lycanitesmobs:fear, effect.lycanitesmobs.fear, 46, 0x00220022 (   2228258), true, false
Lycanites Mobs, lycanitesmobs:freezeaura, effect.lycanitesmobs.freezeaura, 53, 0x0055BBFF (   5618687), false, true
Lycanites Mobs, lycanitesmobs:heataura, effect.lycanitesmobs.heataura, 57, 0x00996600 (  10053120), false, true
Lycanites Mobs, lycanitesmobs:immunization, effect.lycanitesmobs.immunization, 58, 0x0066FFBB (   6750139), false, true
Lycanites Mobs, lycanitesmobs:insomnia, effect.lycanitesmobs.insomnia, 54, 0x00002222 (      8738), true, false
Lycanites Mobs, lycanitesmobs:instability, effect.lycanitesmobs.instability, 59, 0x00004422 (     17442), true, false
Lycanites Mobs, lycanitesmobs:leech, effect.lycanitesmobs.leech, 43, 0x0000FF99 (     65433), false, true
Lycanites Mobs, lycanitesmobs:lifeleak, effect.lycanitesmobs.lifeleak, 47, 0x000055FF (     22015), true, false
Lycanites Mobs, lycanitesmobs:paralysis, effect.lycanitesmobs.paralysis, 50, 0x00FFFF00 (  16776960), true, false
Lycanites Mobs, lycanitesmobs:penetration, effect.lycanitesmobs.penetration, 49, 0x00222222 (   2236962), true, false
Lycanites Mobs, lycanitesmobs:plague, effect.lycanitesmobs.plague, 41, 0x00220066 (   2228326), true, false
Lycanites Mobs, lycanitesmobs:rage, effect.lycanitesmobs.rage, 60, 0x00FF4400 (  16729088), true, false
Lycanites Mobs, lycanitesmobs:recklessness, effect.lycanitesmobs.recklessness, 61, 0x00FF0044 (  16711748), true, false
Lycanites Mobs, lycanitesmobs:rejuvenation, effect.lycanitesmobs.rejuvenation, 45, 0x0099FFBB (  10092475), false, true
Lycanites Mobs, lycanitesmobs:repulsion, effect.lycanitesmobs.repulsion, 56, 0x00BC532E (  12342062), false, true
Lycanites Mobs, lycanitesmobs:smited, effect.lycanitesmobs.smited, 40, 0x00DDDDFF (  14540287), true, false
Lycanites Mobs, lycanitesmobs:smouldering, effect.lycanitesmobs.smouldering, 63, 0x00DD0000 (  14483456), true, false
Lycanites Mobs, lycanitesmobs:staticaura, effect.lycanitesmobs.staticaura, 48, 0x0FFBB551 ( 268154193), false, true
Lycanites Mobs, lycanitesmobs:swiftswimming, effect.lycanitesmobs.swiftswimming, 64, 0x000000FF (       255), false, true
Lycanites Mobs, lycanitesmobs:weight, effect.lycanitesmobs.weight, 51, 0x00000022 (        34), true, false
MarbleGate's Exotic Enchantment: Flowing Agony, flowingagony:agony_resonance, effect.flowingagony.agony_resonance, 252, 0x00690000 (   6881280), true, false
MarbleGate's Exotic Enchantment: Flowing Agony, flowingagony:back_and_fill_enchantment_active, effect.flowingagony.back_and_fill_enchantment_active, 259, 0x00000000 (         0), true, false
MarbleGate's Exotic Enchantment: Flowing Agony, flowingagony:been_resonated, effect.flowingagony.been_resonated, 253, 0x0000E000 (     57344), false, false
MarbleGate's Exotic Enchantment: Flowing Agony, flowingagony:curse_of_undead, effect.flowingagony.curse_of_undead, 254, 0x00000000 (         0), true, false
MarbleGate's Exotic Enchantment: Flowing Agony, flowingagony:cursed_antipathy, effect.flowingagony.cursed_antipathy, 250, 0x00004800 (     18432), true, false
MarbleGate's Exotic Enchantment: Flowing Agony, flowingagony:cursed_hatred, effect.flowingagony.cursed_hatred, 249, 0x00690000 (   6881280), true, false
MarbleGate's Exotic Enchantment: Flowing Agony, flowingagony:envious_being, effect.flowingagony.envious_being, 258, 0x00000000 (         0), false, true
MarbleGate's Exotic Enchantment: Flowing Agony, flowingagony:extreme_hatred, effect.flowingagony.extreme_hatred, 251, 0x00FF0000 (  16711680), true, false
MarbleGate's Exotic Enchantment: Flowing Agony, flowingagony:eyesore_enchantment_active, effect.flowingagony.eyesore_enchantment_active, 272, 0x00000000 (         0), false, false
MarbleGate's Exotic Enchantment: Flowing Agony, flowingagony:fresh_revenge_enchantment_active, effect.flowingagony.fresh_revenge_enchantment_active, 263, 0x00000000 (         0), false, true
MarbleGate's Exotic Enchantment: Flowing Agony, flowingagony:frivolous_step_enchantment_active, effect.flowingagony.frivolous_step_enchantment_active, 261, 0x00000000 (         0), false, true
MarbleGate's Exotic Enchantment: Flowing Agony, flowingagony:hatred_bloodline_enchantment_active, effect.flowingagony.hatred_bloodline_enchantment_active, 262, 0x00000000 (         0), false, true
MarbleGate's Exotic Enchantment: Flowing Agony, flowingagony:insane_poet_enchantment_active, effect.flowingagony.insane_poet_enchantment_active, 265, 0x00000000 (         0), true, false
MarbleGate's Exotic Enchantment: Flowing Agony, flowingagony:let_me_savor_it, effect.flowingagony.let_me_savor_it, 255, 0x00AE4200 (  11420160), false, true
MarbleGate's Exotic Enchantment: Flowing Agony, flowingagony:lightburn_fungal_infection, effect.flowingagony.lightburn_fungal_infection, 257, 0x00FFFFEC (  16777196), true, false
MarbleGate's Exotic Enchantment: Flowing Agony, flowingagony:listen_to_me_singing, effect.flowingagony.listen_to_me_singing, 256, 0x00690000 (   6881280), true, false
MarbleGate's Exotic Enchantment: Flowing Agony, flowingagony:miraculous_escape_enchantment_active, effect.flowingagony.miraculous_escape_enchantment_active, 266, 0x00000000 (         0), false, true
MarbleGate's Exotic Enchantment: Flowing Agony, flowingagony:miraculous_escape_enchantment_force_escape, effect.flowingagony.miraculous_escape_enchantment_force_escape, 267, 0x00000000 (         0), true, false
MarbleGate's Exotic Enchantment: Flowing Agony, flowingagony:paper_brain_enchantment_active, effect.flowingagony.paper_brain_enchantment_active, 268, 0x00000000 (         0), true, false
MarbleGate's Exotic Enchantment: Flowing Agony, flowingagony:potential_burst_enchantment_active, effect.flowingagony.potential_burst_enchantment_active, 260, 0x00000000 (         0), false, true
MarbleGate's Exotic Enchantment: Flowing Agony, flowingagony:prototype_chaotic_enchantment_active, effect.flowingagony.prototype_chaotic_enchantment_active, 264, 0x00000000 (         0), false, true
MarbleGate's Exotic Enchantment: Flowing Agony, flowingagony:shock_therapy_enchantment_active, effect.flowingagony.shock_therapy_enchantment_active, 269, 0x00000000 (         0), true, false
MarbleGate's Exotic Enchantment: Flowing Agony, flowingagony:thorn_in_flesh_active, effect.flowingagony.thorn_in_flesh_active, 270, 0x00000000 (         0), true, false
MarbleGate's Exotic Enchantment: Flowing Agony, flowingagony:thorn_in_flesh_active_for_player, effect.flowingagony.thorn_in_flesh_active_for_player, 271, 0x00000000 (         0), true, false
Mine and Slash, mmorpg:alchemy_consumable, effect.mmorpg.alchemy_consumable, 125, 0x00000000 (         0), false, true
Mine and Slash, mmorpg:beneficial/0, effect.mmorpg.beneficial.0, 148, 0x00000000 (         0), false, true
Mine and Slash, mmorpg:beneficial/1, effect.mmorpg.beneficial.1, 149, 0x00000000 (         0), false, true
Mine and Slash, mmorpg:beneficial/10, effect.mmorpg.beneficial.10, 158, 0x00000000 (         0), false, true
Mine and Slash, mmorpg:beneficial/11, effect.mmorpg.beneficial.11, 159, 0x00000000 (         0), false, true
Mine and Slash, mmorpg:beneficial/12, effect.mmorpg.beneficial.12, 160, 0x00000000 (         0), false, true
Mine and Slash, mmorpg:beneficial/13, effect.mmorpg.beneficial.13, 161, 0x00000000 (         0), false, true
Mine and Slash, mmorpg:beneficial/14, effect.mmorpg.beneficial.14, 162, 0x00000000 (         0), false, true
Mine and Slash, mmorpg:beneficial/15, effect.mmorpg.beneficial.15, 163, 0x00000000 (         0), false, true
Mine and Slash, mmorpg:beneficial/16, effect.mmorpg.beneficial.16, 164, 0x00000000 (         0), false, true
Mine and Slash, mmorpg:beneficial/17, effect.mmorpg.beneficial.17, 165, 0x00000000 (         0), false, true
Mine and Slash, mmorpg:beneficial/18, effect.mmorpg.beneficial.18, 166, 0x00000000 (         0), false, true
Mine and Slash, mmorpg:beneficial/19, effect.mmorpg.beneficial.19, 167, 0x00000000 (         0), false, true
Mine and Slash, mmorpg:beneficial/2, effect.mmorpg.beneficial.2, 150, 0x00000000 (         0), false, true
Mine and Slash, mmorpg:beneficial/20, effect.mmorpg.beneficial.20, 168, 0x00000000 (         0), false, true
Mine and Slash, mmorpg:beneficial/21, effect.mmorpg.beneficial.21, 169, 0x00000000 (         0), false, true
Mine and Slash, mmorpg:beneficial/22, effect.mmorpg.beneficial.22, 170, 0x00000000 (         0), false, true
Mine and Slash, mmorpg:beneficial/23, effect.mmorpg.beneficial.23, 171, 0x00000000 (         0), false, true
Mine and Slash, mmorpg:beneficial/24, effect.mmorpg.beneficial.24, 172, 0x00000000 (         0), false, true
Mine and Slash, mmorpg:beneficial/25, effect.mmorpg.beneficial.25, 173, 0x00000000 (         0), false, true
Mine and Slash, mmorpg:beneficial/26, effect.mmorpg.beneficial.26, 174, 0x00000000 (         0), false, true
Mine and Slash, mmorpg:beneficial/27, effect.mmorpg.beneficial.27, 175, 0x00000000 (         0), false, true
Mine and Slash, mmorpg:beneficial/28, effect.mmorpg.beneficial.28, 176, 0x00000000 (         0), false, true
Mine and Slash, mmorpg:beneficial/29, effect.mmorpg.beneficial.29, 177, 0x00000000 (         0), false, true
Mine and Slash, mmorpg:beneficial/3, effect.mmorpg.beneficial.3, 151, 0x00000000 (         0), false, true
Mine and Slash, mmorpg:beneficial/30, effect.mmorpg.beneficial.30, 178, 0x00000000 (         0), false, true
Mine and Slash, mmorpg:beneficial/31, effect.mmorpg.beneficial.31, 179, 0x00000000 (         0), false, true
Mine and Slash, mmorpg:beneficial/32, effect.mmorpg.beneficial.32, 180, 0x00000000 (         0), false, true
Mine and Slash, mmorpg:beneficial/33, effect.mmorpg.beneficial.33, 181, 0x00000000 (         0), false, true
Mine and Slash, mmorpg:beneficial/34, effect.mmorpg.beneficial.34, 182, 0x00000000 (         0), false, true
Mine and Slash, mmorpg:beneficial/35, effect.mmorpg.beneficial.35, 183, 0x00000000 (         0), false, true
Mine and Slash, mmorpg:beneficial/36, effect.mmorpg.beneficial.36, 184, 0x00000000 (         0), false, true
Mine and Slash, mmorpg:beneficial/37, effect.mmorpg.beneficial.37, 185, 0x00000000 (         0), false, true
Mine and Slash, mmorpg:beneficial/38, effect.mmorpg.beneficial.38, 186, 0x00000000 (         0), false, true
Mine and Slash, mmorpg:beneficial/39, effect.mmorpg.beneficial.39, 187, 0x00000000 (         0), false, true
Mine and Slash, mmorpg:beneficial/4, effect.mmorpg.beneficial.4, 152, 0x00000000 (         0), false, true
Mine and Slash, mmorpg:beneficial/5, effect.mmorpg.beneficial.5, 153, 0x00000000 (         0), false, true
Mine and Slash, mmorpg:beneficial/6, effect.mmorpg.beneficial.6, 154, 0x00000000 (         0), false, true
Mine and Slash, mmorpg:beneficial/7, effect.mmorpg.beneficial.7, 155, 0x00000000 (         0), false, true
Mine and Slash, mmorpg:beneficial/8, effect.mmorpg.beneficial.8, 156, 0x00000000 (         0), false, true
Mine and Slash, mmorpg:beneficial/9, effect.mmorpg.beneficial.9, 157, 0x00000000 (         0), false, true
Mine and Slash, mmorpg:cooking_consumable, effect.mmorpg.cooking_consumable, 126, 0x00000000 (         0), false, true
Mine and Slash, mmorpg:food_health_regen, effect.mmorpg.food_health_regen, 188, 0x00E49A3A (  14981690), false, true
Mine and Slash, mmorpg:food_mana_regen, effect.mmorpg.food_mana_regen, 189, 0x002E5299 (   3035801), false, true
Mine and Slash, mmorpg:inscribing_consumable, effect.mmorpg.inscribing_consumable, 127, 0x00000000 (         0), false, true
Mine and Slash, mmorpg:knockback_resist, effect.mmorpg.knockback_resist, 124, 0x00000001 (         1), false, true
Mine and Slash, mmorpg:negative/0, effect.mmorpg.negative.0, 128, 0x00000000 (         0), true, false
Mine and Slash, mmorpg:negative/1, effect.mmorpg.negative.1, 129, 0x00000000 (         0), true, false
Mine and Slash, mmorpg:negative/10, effect.mmorpg.negative.10, 138, 0x00000000 (         0), true, false
Mine and Slash, mmorpg:negative/11, effect.mmorpg.negative.11, 139, 0x00000000 (         0), true, false
Mine and Slash, mmorpg:negative/12, effect.mmorpg.negative.12, 140, 0x00000000 (         0), true, false
Mine and Slash, mmorpg:negative/13, effect.mmorpg.negative.13, 141, 0x00000000 (         0), true, false
Mine and Slash, mmorpg:negative/14, effect.mmorpg.negative.14, 142, 0x00000000 (         0), true, false
Mine and Slash, mmorpg:negative/15, effect.mmorpg.negative.15, 143, 0x00000000 (         0), true, false
Mine and Slash, mmorpg:negative/16, effect.mmorpg.negative.16, 144, 0x00000000 (         0), true, false
Mine and Slash, mmorpg:negative/17, effect.mmorpg.negative.17, 145, 0x00000000 (         0), true, false
Mine and Slash, mmorpg:negative/18, effect.mmorpg.negative.18, 146, 0x00000000 (         0), true, false
Mine and Slash, mmorpg:negative/19, effect.mmorpg.negative.19, 147, 0x00000000 (         0), true, false
Mine and Slash, mmorpg:negative/2, effect.mmorpg.negative.2, 130, 0x00000000 (         0), true, false
Mine and Slash, mmorpg:negative/3, effect.mmorpg.negative.3, 131, 0x00000000 (         0), true, false
Mine and Slash, mmorpg:negative/4, effect.mmorpg.negative.4, 132, 0x00000000 (         0), true, false
Mine and Slash, mmorpg:negative/5, effect.mmorpg.negative.5, 133, 0x00000000 (         0), true, false
Mine and Slash, mmorpg:negative/6, effect.mmorpg.negative.6, 134, 0x00000000 (         0), true, false
Mine and Slash, mmorpg:negative/7, effect.mmorpg.negative.7, 135, 0x00000000 (         0), true, false
Mine and Slash, mmorpg:negative/8, effect.mmorpg.negative.8, 136, 0x00000000 (         0), true, false
Mine and Slash, mmorpg:negative/9, effect.mmorpg.negative.9, 137, 0x00000000 (         0), true, false
Minecraft, minecraft:absorption, effect.minecraft.absorption, 22, 0x002552A5 (   2445989), false, true
Minecraft, minecraft:bad_omen, effect.minecraft.bad_omen, 31, 0x000B6138 (    745784), false, false
Minecraft, minecraft:blindness, effect.minecraft.blindness, 15, 0x001F1F23 (   2039587), true, false
Minecraft, minecraft:conduit_power, effect.minecraft.conduit_power, 29, 0x001DC2D1 (   1950417), false, true
Minecraft, minecraft:dolphins_grace, effect.minecraft.dolphins_grace, 30, 0x0088A3BE (   8954814), false, true
Minecraft, minecraft:fire_resistance, effect.minecraft.fire_resistance, 12, 0x00E49A3A (  14981690), false, true
Minecraft, minecraft:glowing, effect.minecraft.glowing, 24, 0x0094A061 (   9740385), false, false
Minecraft, minecraft:haste, effect.minecraft.haste, 3, 0x00D9C043 (  14270531), false, true
Minecraft, minecraft:health_boost, effect.minecraft.health_boost, 21, 0x00F87D23 (  16284963), false, true
Minecraft, minecraft:hero_of_the_village, effect.minecraft.hero_of_the_village, 32, 0x0044FF44 (   4521796), false, true
Minecraft, minecraft:hunger, effect.minecraft.hunger, 17, 0x00587653 (   5797459), true, false
Minecraft, minecraft:instant_damage, effect.minecraft.instant_damage, 7, 0x00430A09 (   4393481), true, false
Minecraft, minecraft:instant_health, effect.minecraft.instant_health, 6, 0x00F82423 (  16262179), false, true
Minecraft, minecraft:invisibility, effect.minecraft.invisibility, 14, 0x007F8392 (   8356754), false, true
Minecraft, minecraft:jump_boost, effect.minecraft.jump_boost, 8, 0x0022FF4C (   2293580), false, true
Minecraft, minecraft:levitation, effect.minecraft.levitation, 25, 0x00CEFFFF (  13565951), true, false
Minecraft, minecraft:luck, effect.minecraft.luck, 26, 0x00339900 (   3381504), false, true
Minecraft, minecraft:mining_fatigue, effect.minecraft.mining_fatigue, 4, 0x004A4217 (   4866583), true, false
Minecraft, minecraft:nausea, effect.minecraft.nausea, 9, 0x00551D4A (   5578058), true, false
Minecraft, minecraft:night_vision, effect.minecraft.night_vision, 16, 0x001F1FA1 (   2039713), false, true
Minecraft, minecraft:poison, effect.minecraft.poison, 19, 0x004E9331 (   5149489), true, false
Minecraft, minecraft:regeneration, effect.minecraft.regeneration, 10, 0x00CD5CAB (  13458603), false, true
Minecraft, minecraft:resistance, effect.minecraft.resistance, 11, 0x0099453A (  10044730), false, true
Minecraft, minecraft:saturation, effect.minecraft.saturation, 23, 0x00F82423 (  16262179), false, true
Minecraft, minecraft:slow_falling, effect.minecraft.slow_falling, 28, 0x00FFEFD1 (  16773073), false, true
Minecraft, minecraft:slowness, effect.minecraft.slowness, 2, 0x005A6C81 (   5926017), true, false
Minecraft, minecraft:speed, effect.minecraft.speed, 1, 0x007CAFC6 (   8171462), false, true
Minecraft, minecraft:strength, effect.minecraft.strength, 5, 0x00932423 (   9643043), false, true
Minecraft, minecraft:unluck, effect.minecraft.unluck, 27, 0x00C0A44D (  12624973), true, false
Minecraft, minecraft:water_breathing, effect.minecraft.water_breathing, 13, 0x002E5299 (   3035801), false, true
Minecraft, minecraft:weakness, effect.minecraft.weakness, 18, 0x00484D48 (   4738376), true, false
Minecraft, minecraft:wither, effect.minecraft.wither, 20, 0x00352A27 (   3484199), true, false
Mowzie's Mobs, mowziesmobs:frozen, effect.mowziesmobs.frozen, 93, 0x00D8E7FF (  14215167), true, false
Mowzie's Mobs, mowziesmobs:geomancy, effect.mowziesmobs.geomancy, 92, 0x00CDFF78 (  13500280), false, true
Mowzie's Mobs, mowziesmobs:poison_resist, effect.mowziesmobs.poison_resist, 94, 0x0066FF33 (   6750003), false, true
Mowzie's Mobs, mowziesmobs:sunblock, effect.mowziesmobs.sunblock, 95, 0x00FFDF42 (  16768834), false, true
Mowzie's Mobs, mowziesmobs:suns_blessing, effect.mowziesmobs.suns_blessing, 91, 0x00FFDF42 (  16768834), false, true
